texts;coherence_results;consistency_results;relevance_results;fluency_results;comments
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ben is looking for programmers on the internet. Kim and Ben will meet tonight for pizza with coke.;5;3;3;5;Any comments?
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ben is having a downtime on the internet. He will call Kim tonight.;5;3;3;5;Any comments?
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ben is online today having a downtime . He is having a pizza with coke tonight . They are going to meet tonight .;5;2;2;5;Any comments?
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ben is offline today. Kim will give him a rain check.;5;1;2;5;Any comments?
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kim and Ben are going to have pizza with coke tonight.;4;1;1;5;Any comments?
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ben is online today looking for programmers. Ben and Kim are going to have pizza with coke tonight.;5;1;1;5;Any comments?
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kim and Ben are going to have pizza with coke tonight . Kim will get a rain check .;5;1;1;5;Any comments?
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ben is looking for programmers. He and Kim are going to have pizza with coke tonight. Ben will give Kim a rain check.;5;1;1;5;Any comments?
<br><br> Kim: Hey Ben, I see you are online today. <br><br> Ben: Hey <br><br> Kim: You are offly quite this days did you know that? <br><br> Ben: Nothing just having a downtime. <br><br> Kim: What’s that got on your post? <br><br> Ben: I think an internet place is look for programmers, Am I reading this right?? <br><br> Kim: Let me see,.. You are right. <br><br> Ben: Umhh.. <br><br> Kim: What are doing tonight Ben, pizza with coke ? Like we did it last time? <br><br> Ben: Oh no no we have got do that again for sure, do you mind if I get a rain check? <br><br> Kim: Sure, So, will I see you tonight. <br><br> Ben: I will give you a call. <br><br> Kim: I'll be waiting.. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ben is online today. He thinks an internet place is looking for programmers. Kim will give him a call.;5;3;2;5;Any comments?
<br><br> Kirsten: Youth group this Friday, don't be late. <br><br> Alex: What time? <br><br> Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together. <br><br> Alex: Cool. See you. <br><br> Kirsten: Bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> kirsten reminds alex that the youth group meets this friday at 7 pm and go bowling .;5;5;5;5;Any comments?
<br><br> Kirsten: Youth group this Friday, don't be late. <br><br> Alex: What time? <br><br> Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together. <br><br> Alex: Cool. See you. <br><br> Kirsten: Bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> We're going bowling, so we'll meet up and then all go together. Kirsten: Youth group this Friday, don't be late. Alex: What time?;3;4;3;5;Any comments?
<br><br> Kirsten: Youth group this Friday, don't be late. <br><br> Alex: What time? <br><br> Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together. <br><br> Alex: Cool. See you. <br><br> Kirsten: Bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kirsten: Youth group this Friday, don't be late. Alex: What time? Kirsten: 7 pm.;1;3;3;4;Any comments?
<br><br> Kirsten: Youth group this Friday, don't be late. <br><br> Alex: What time? <br><br> Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together. <br><br> Alex: Cool. See you. <br><br> Kirsten: Bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kirsten , Alex and Alex will meet at 7 pm .;4;3;2;3;Any comments?
<br><br> Kirsten: Youth group this Friday, don't be late. <br><br> Alex: What time? <br><br> Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together. <br><br> Alex: Cool. See you. <br><br> Kirsten: Bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kirsten, Alex and Alex are going to meet at 7 pm together.;4;3;2;3;Any comments?
<br><br> Kirsten: Youth group this Friday, don't be late. <br><br> Alex: What time? <br><br> Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together. <br><br> Alex: Cool. See you. <br><br> Kirsten: Bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kirsten is going bowling with her youth group this Friday at 7 pm.;4;3;3;5;Any comments?
